,date,number_of_txin,sum_income,industy,btc_addresse,tx_id
1016,2014-08-15,2048,10063.30533533,gambling,1LuckyY9fRzcJre7aou7ZhWVXktxjjBb9S,44578216.0
1017,2014-08-16,1830,11460.8091636,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,44651132.0
1018,2014-08-17,1289,8359.24650046,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,44719900.0
1019,2014-08-18,1237,11329.31677097,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,44780001.0
1020,2014-08-19,1781,3688.43091187,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,44852213.0
1021,2014-08-20,1430,6244.08632192,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,44926897.0
1022,2014-08-21,1467,3234.32786549,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,45000669.0
1023,2014-08-22,709,2021.72750193,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,45074599.0
1024,2014-08-23,912,2029.39377431,gambling,1LuckyY9fRzcJre7aou7ZhWVXktxjjBb9S,45140892.0
1025,2014-08-24,1017,3419.9859679,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,45198462.0
1026,2014-08-25,1745,4623.08799375,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,45255547.0
1027,2014-08-26,772,7873.5222996,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,45325013.0
1028,2014-08-27,2520,3102.12876469,gambling,1P5FsDtZXEGgwjWNZwzScZPhXC7WKnZoG5,45397815.0
1029,2014-08-28,1337,2336.28198014,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,45472680.0
1030,2014-08-29,746,2601.25442856,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,45540882.0
1031,2014-08-30,952,2479.55556349,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,45609546.0
1032,2014-08-31,1161,2680.23474116,gambling,1LuckyY9fRzcJre7aou7ZhWVXktxjjBb9S,45670998.0
1033,2014-09-01,2552,1745.50201842,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,45728465.0
1034,2014-09-02,2056,1913.35669769,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,45798848.0
1035,2014-09-03,1889,2202.9500306,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,45870757.0
1036,2014-09-04,974,1978.16853549,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,45942753.0
1037,2014-09-05,1269,1709.01639937,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,46013435.0
1038,2014-09-06,2376,2176.17918553,gambling,1LuckyY9fRzcJre7aou7ZhWVXktxjjBb9S,46081605.0
1039,2014-09-07,1692,1879.23902102,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,46145206.0
1040,2014-09-08,1596,1819.07546452,miner,1AqTMY7kmHZxBuLUR5wJjPFUvqGs23sesr,46205194.0
1041,2014-09-09,1997,1730.15136536,gambling,1H9g2wK6h6CsKvEsbcm3RWauRkBXrEA46T,46281658.0
1042,2014-09-10,1763,2533.33492671,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,46362772.0
1043,2014-09-11,969,3089.59455146,miner,19PkHafEN18mquJ9ChwZt5YEFoCdPP5vYB,46435861.0
1044,2014-09-12,1071,1871.79549899,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,46501356.0
1045,2014-09-13,1149,2395.75943521,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,46569740.0
1046,2014-09-14,3978,3080.40408308,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,46631483.0
1047,2014-09-15,3121,1980.59624918,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,46698641.0
1048,2014-09-16,2868,11120.64471592,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,46777514.0
1049,2014-09-17,2304,12501.19044742,miner,1AqTMY7kmHZxBuLUR5wJjPFUvqGs23sesr,46864541.0
1050,2014-09-18,1317,24726.18407128,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,46944846.0
1051,2014-09-19,1071,29390.12401511,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,47022210.0
1052,2014-09-20,1157,24740.67312835,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,47091647.0
1053,2014-09-21,1708,28248.99217816,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,47155129.0
1054,2014-09-22,1014,30046.13659253,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,47215151.0
1055,2014-09-23,1708,19119.08643878,gambling,1PvWwh6aYSccZ2tZjxaWEV9EJn9r5vni6n,47288516.0
1056,2014-09-24,1709,23725.10956922,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,47365501.0
1057,2014-09-25,2004,16908.8858204,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,47440475.0
1058,2014-09-26,1711,15095.02751677,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,47519126.0
1059,2014-09-27,3309,15371.29950186,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,47591770.0
1060,2014-09-28,2782,10037.1162777,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,47654537.0
1061,2014-09-29,1995,20403.66156902,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,47717131.0
1062,2014-09-30,1381,14413.19474734,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,47795055.0
1063,2014-10-01,2835,12014.19579038,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,47873061.0
1064,2014-10-02,1505,13824.03433178,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,47951840.0
1065,2014-10-03,2878,12222.01271455,gambling,1LuckyY9fRzcJre7aou7ZhWVXktxjjBb9S,48023920.0
1066,2014-10-04,2486,8761.90612004,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,48099357.0
1067,2014-10-05,1649,22112.21646372,gambling,1KTcFmsA2FsYyy8UV1bqaFjGMDEnaWhXfY,48165962.0
1068,2014-10-06,2745,22472.31251006,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,48233209.0
1069,2014-10-07,2553,2886.1104536,gambling,1LuckyY9fRzcJre7aou7ZhWVXktxjjBb9S,48311595.0
1070,2014-10-08,4179,3986.3537388,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,48390509.0
1071,2014-10-09,4031,2379.71945279,exchange,1MJYGFFbPUkE6VjcfD5Mrt9FDW2wxM76fp,48469175.0
1072,2014-10-10,4228,2693.09930098,gambling,1LuckyY9fRzcJre7aou7ZhWVXktxjjBb9S,48551876.0
1073,2014-10-11,1892,2387.13290397,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,48632765.0
1074,2014-10-12,1850,2628.58745761,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,48697986.0
1075,2014-10-13,2728,2527.81782467,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,48761294.0
1076,2014-10-14,3067,2921.25863875,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,48839412.0
1077,2014-10-15,2280,3176.67757073,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,48920600.0
1078,2014-10-16,1584,2744.90220597,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,48997392.0
1079,2014-10-17,1747,3233.64728123,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,49072594.0
1080,2014-10-18,2261,5786.73768028,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,49143433.0
1081,2014-10-19,3180,4743.66947879,miner,1FeDtFhARLxjKUPPkQqEBL78tisenc9znS,49209974.0
1082,2014-10-20,3576,4837.07550957,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,49273165.0
1083,2014-10-21,4253,5244.95811478,gambling,1LuckyY9fRzcJre7aou7ZhWVXktxjjBb9S,49356125.0
1084,2014-10-22,6883,3765.13973954,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,49437516.0
1085,2014-10-23,5694,5220.72519453,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,49517519.0
1086,2014-10-24,5390,3939.06769257,gambling,1LuckyY9fRzcJre7aou7ZhWVXktxjjBb9S,49598296.0
1087,2014-10-25,4802,4936.90254958,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,49676047.0
1088,2014-10-26,3179,3279.54720677,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,49748562.0
1089,2014-10-27,4306,5159.25812323,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,49819324.0
1090,2014-10-28,5922,3896.93476814,gambling,1LuckyY9fRzcJre7aou7ZhWVXktxjjBb9S,49903519.0
1091,2014-10-29,8999,3986.10404751,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,49991828.0
1092,2014-10-30,9763,4618.53502463,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,50084948.0
1093,2014-10-31,5667,4876.16357775,coinjoin-like,1LYuphncGXT4MmML55qo1dFQKKbaDWswU4,50177704.0
1094,2014-11-01,4674,6778.6311429,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,50263281.0
1095,2014-11-02,7404,4596.10161675,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,50332864.0
1096,2014-11-03,7958,9471.72204132,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,50410111.0
1097,2014-11-04,9304,8936.05106935,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,50500385.0
1098,2014-11-05,7184,8037.79241075,gambling,1bones5trmkZXMtyVrtYY3Y9qhVxB3otm,50588108.0
1099,2014-11-06,12338,8766.29743343,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,50677462.0
1100,2014-11-07,10080,6758.75110481,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,50771886.0
1101,2014-11-08,9591,5601.74622463,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,50855747.0
1102,2014-11-09,8471,5093.59694199,miner,152f1muMCNa7goXYhYAQC61hxEgGacmncB,50928432.0
1103,2014-11-10,7905,5917.19627393,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,51000644.0
1104,2014-11-11,7748,8354.38425482,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,51089638.0
1105,2014-11-12,6619,6160.65386465,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,51175256.0
1106,2014-11-13,7453,8946.61248807,gambling,1LuckyB5VGzdZLZSBZvw8DR17iiFCpST7L,51270904.0
1107,2014-11-14,8043,16645.23949574,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,51363793.0
1108,2014-11-15,5360,5888.25634479,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,51450335.0
1109,2014-11-16,9863,6059.91149104,miner,1FeDtFhARLxjKUPPkQqEBL78tisenc9znS,51523342.0
1110,2014-11-17,8374,6585.06180226,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,51599351.0
1111,2014-11-18,8672,6735.18312823,gambling,1GT2YbENShcCDu1ZLQdTWwCdwA1kzLbWQG,51687948.0
1112,2014-11-19,6952,12567.98021335,coinjoin-like,19qifL2zNrDdRx67Gy5zRcmMZcZVMBsAq4,51775337.0
1113,2014-11-20,9114,7566.87183276,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,51860500.0
1114,2014-11-21,7458,4622.62600933,gambling,1boneseYh42WJQH4m2Nwczq9todUM9FmW,51950000.0
1115,2014-11-22,7686,4116.77578216,gambling,1LuckyB5VGzdZLZSBZvw8DR17iiFCpST7L,52032376.0
1116,2014-11-23,9918,4393.34138064,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,52106883.0
1117,2014-11-24,9857,4699.2911528,gambling,1GT2YbENShcCDu1ZLQdTWwCdwA1kzLbWQG,52184290.0
1118,2014-11-25,4778,4352.6584,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,52269882.0
1119,2014-11-26,6345,4565.07138866,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,52356016.0
1120,2014-11-27,8275,4262.58216144,gambling,1bonesNcbrNbHJZr33LV2gBmDS9m91TWz,52441368.0
1121,2014-11-28,5105,3360.46692888,miner,152f1muMCNa7goXYhYAQC61hxEgGacmncB,52525809.0
1122,2014-11-29,7890,4642.82807972,gambling,18VynEj9fQSeaXukQWq1wNZgAhbat4uyxN,52611962.0
1123,2014-11-30,9839,4636.21113699,miner,152f1muMCNa7goXYhYAQC61hxEgGacmncB,52690819.0
1124,2014-12-01,8297,4547.76336317,gambling,1LuckyP83urTUEJE9YEaVG2ov3EDz3TgQw,52775911.0
1125,2014-12-02,7078,5382.98900059,miner,1FeDtFhARLxjKUPPkQqEBL78tisenc9znS,52873455.0
1126,2014-12-03,8339,4837.20716553,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,52972938.0
1127,2014-12-04,9442,3968.46729441,miner,152f1muMCNa7goXYhYAQC61hxEgGacmncB,53072222.0
1128,2014-12-05,6663,4232.07549239,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,53170570.0
1129,2014-12-06,7586,3137.93251526,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,53261504.0
1130,2014-12-07,4967,2910.0109706,gambling,1LuckyY9fRzcJre7aou7ZhWVXktxjjBb9S,53342806.0
1131,2014-12-08,4912,4338.53109901,miner,1GpNEJs7u3mZmcDGEyjTTH7RY7HiYoXyNk,53417629.0
1132,2014-12-09,4589,4066.77299935,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,53508238.0
1133,2014-12-10,5118,4456.69204061,miner,1FeDtFhARLxjKUPPkQqEBL78tisenc9znS,53598458.0
1134,2014-12-11,4676,4398.24458837,coinjoin-like,18WBsTxrZcLKBjypTpUSfsCYXbQxXYU1J5,53687312.0
1135,2014-12-12,5145,3430.91964374,gambling,1bonesrnVHLNMW8aXB7hVrTUcLDgS9aZv,53771502.0
1136,2014-12-13,4053,4037.43817086,coinjoin-like,1BJPXyf5oqTgVeEoyFP4QWsHX7PwNuSvK5,53852660.0
1137,2014-12-14,5030,3496.40008848,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,53928765.0
1138,2014-12-15,7568,6006.53487074,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,54008525.0
1139,2014-12-16,6125,7303.21154319,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,54103001.0
1140,2014-12-17,6749,4820.83756694,gambling,1LuckyY9fRzcJre7aou7ZhWVXktxjjBb9S,54204074.0
1141,2014-12-18,5218,4908.98578392,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,54302435.0
1142,2014-12-19,6263,6162.62476295,miner,1FeDtFhARLxjKUPPkQqEBL78tisenc9znS,54397642.0
1143,2014-12-20,5106,33690.79256998,services,13dWMvt35rCqX1jowuMvfNro3mynC84Muc,54493069.0
1144,2014-12-21,5220,16733.74014469,services,16qCPeR7GCXntamDPap76vjhMNm8rjBFB8,54579980.0
1145,2014-12-22,3997,4553.29673099,exchange,18Ca1exLWFU5ij6pkXnXKHiMsFqDfUb81s,54658985.0
1146,2014-12-23,6870,5479.99248986,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,54755591.0
1147,2014-12-24,6164,9249.34854774,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,54854891.0
1148,2014-12-25,7680,5219.6055127,services,12AE3fQj1CsSGL9c3aZpkSDz991KUxntvB,54937241.0
1149,2014-12-26,4925,5649.35101244,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,55005156.0
1150,2014-12-27,4650,5148.05116325,gambling,1bonesHiXzX86DCsbSYXQdrxkEZLkn8m6,55081581.0
1151,2014-12-28,6038,4860.03318743,gambling,1bonesHiXzX86DCsbSYXQdrxkEZLkn8m6,55158534.0
1152,2014-12-29,5968,4611.76858646,gambling,1LuckyB5VGzdZLZSBZvw8DR17iiFCpST7L,55234095.0
1153,2014-12-30,4846,4954.94451613,services,1E4BZfG7uLMivuRLTa1k2CVQDUPmvpxGXJ,55317376.0
1154,2014-12-31,5799,7919.09414496,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,55402527.0
1155,2015-01-01,4665,4938.42338885,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,55479790.0
1156,2015-01-02,5227,4981.3054665,gambling,1bonesrnVHLNMW8aXB7hVrTUcLDgS9aZv,55539178.0
1157,2015-01-03,4922,5800.6654114,gambling,1LuckyY9fRzcJre7aou7ZhWVXktxjjBb9S,55618517.0
1158,2015-01-04,6346,6903.38717978,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,55701011.0
1159,2015-01-05,13825,6382.83582787,gambling,1LuckyB5VGzdZLZSBZvw8DR17iiFCpST7L,55786436.0
1160,2015-01-06,6879,6483.87550729,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,55881927.0
1161,2015-01-07,8548,6948.89647148,gambling,1LuckyY9fRzcJre7aou7ZhWVXktxjjBb9S,55969900.0
1162,2015-01-08,12601,7144.89620369,services,1E4BZfG7uLMivuRLTa1k2CVQDUPmvpxGXJ,56059791.0
1163,2015-01-09,8342,7240.86406358,miner,152f1muMCNa7goXYhYAQC61hxEgGacmncB,56166796.0
1164,2015-01-10,8885,7866.19997855,miner,1GpNEJs7u3mZmcDGEyjTTH7RY7HiYoXyNk,56269071.0
1165,2015-01-11,8151,5658.15621632,miner,1FeDtFhARLxjKUPPkQqEBL78tisenc9znS,56373945.0
1166,2015-01-12,6725,7178.03991542,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,56464575.0
1167,2015-01-13,6026,6898.52895226,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,56563545.0
1168,2015-01-14,9984,7154.06654161,miner,152f1muMCNa7goXYhYAQC61hxEgGacmncB,56665853.0
1169,2015-01-15,10623,6515.32658593,gambling,1bonesyw5998F8JuMtUeRfyR5j2en5MxN,56770933.0
1170,2015-01-16,7947,8924.81910989,gambling,1LuckyP83urTUEJE9YEaVG2ov3EDz3TgQw,56891104.0
1171,2015-01-17,8805,7132.5626204,gambling,1bonesyw5998F8JuMtUeRfyR5j2en5MxN,56995929.0
1172,2015-01-18,7772,8579.48878886,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,57086206.0
1173,2015-01-19,11804,6278.37847723,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,57169633.0
1174,2015-01-20,11675,6243.12411537,gambling,1LuckyY9fRzcJre7aou7ZhWVXktxjjBb9S,57268013.0
1175,2015-01-21,8010,6503.65118244,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,57366892.0
1176,2015-01-22,8661,6150.61559279,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,57463806.0
1177,2015-01-23,7294,5734.75160559,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,57557459.0
1178,2015-01-24,9840,5360.44218302,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,57649653.0
1179,2015-01-25,9317,5252.46726143,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,57733268.0
1180,2015-01-26,9619,5736.50618987,miner,1FeDtFhARLxjKUPPkQqEBL78tisenc9znS,57819585.0
1181,2015-01-27,12912,6063.72961411,miner,152f1muMCNa7goXYhYAQC61hxEgGacmncB,57927766.0
1182,2015-01-28,8132,6241.97209539,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,58027159.0
1183,2015-01-29,11765,6411.44455534,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,58112391.0
1184,2015-01-30,1559,5275.32997022,gambling,1bonesyw5998F8JuMtUeRfyR5j2en5MxN,58203356.0
1185,2015-01-31,13830,5983.79856446,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,58284469.0
1186,2015-02-01,9521,5435.96654018,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,58370781.0
1187,2015-02-02,4379,6559.88965419,services,1EQmnvwzRcHtsziks5CihtWAPTMCLBC66u,58450070.0
1188,2015-02-03,1593,6152.7209245,miner,152f1muMCNa7goXYhYAQC61hxEgGacmncB,58535762.0
1189,2015-02-04,3428,6560.61579456,miner,1KM7w12SkjzJ1FYV2g1UCMzHjv3pkMgkEb,58627555.0
1190,2015-02-05,2349,6540.05001268,gambling,16D8hQVQPcu2twqAf9wm5qk5xXDDsatwxB,58718572.0
1191,2015-02-06,2976,7088.88959079,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,58804936.0
1192,2015-02-07,13302,6230.95553042,gambling,1LZdWvi66XvTMaCG52pF8DY5xYuMhbgTw9,58890705.0
1193,2015-02-08,16116,7209.44248761,gambling,1MzgC11Zs1KqMDXPhg3v5zW59hVibRyp3k,58976423.0
1194,2015-02-09,20101,7526.44352843,services,1iZ5szQmE71xyGtYu7tdLsgv3cPXikWBd,59059208.0
1195,2015-02-10,16601,8459.94914344,miner,1KzFJddTvK9TQWsmWFKYJ9fRx9QeSATyrT,59163777.0
1196,2015-02-11,18834,7267.84571342,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,59266856.0
1197,2015-02-12,5852,6100.83623309,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,59364002.0
1198,2015-02-13,13016,6154.75279933,miner,19PkHafEN18mquJ9ChwZt5YEFoCdPP5vYB,59451227.0
1199,2015-02-14,12865,8979.92398694,miner,1JLRXD8rjRgQtTS9MvfQALfHgGWau9L9ky,59564887.0
1200,2015-02-15,4018,8676.4072897,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,59663660.0
1201,2015-02-16,13793,9689.3907027,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,59748927.0
1202,2015-02-17,10755,7982.21614585,services,1ANR9dbBpy2wxJc3Vg2FicAUFnzTCFBfgt,59853899.0
1203,2015-02-18,8109,7781.19117028,miner,1FeDtFhARLxjKUPPkQqEBL78tisenc9znS,59956547.0
1204,2015-02-19,7936,6979.60590113,services,1E4BZfG7uLMivuRLTa1k2CVQDUPmvpxGXJ,60062288.0
1205,2015-02-20,7326,8347.65697565,services,19kY5YUHhQ6x7QdMEM1M7Hua4aZugmeqax,60156943.0
1206,2015-02-21,6034,6654.34049612,coinjoin-like,1KL65AbVpm39XjuRjLuqVBbPQcpQ7LDGBC,60255738.0
1207,2015-02-22,5396,7320.94232133,miner,152f1muMCNa7goXYhYAQC61hxEgGacmncB,60343359.0
1208,2015-02-23,9772,6279.79056988,gambling,1boneseih5uaD4uYQMMGYFpptYNjzWbaK,60428405.0
1209,2015-02-24,7962,7356.92009093,miner,152f1muMCNa7goXYhYAQC61hxEgGacmncB,60529816.0
1210,2015-02-25,9955,6607.67496548,gambling,1boneseih5uaD4uYQMMGYFpptYNjzWbaK,60635245.0
1211,2015-02-26,13211,9858.33572465,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,60740529.0
1212,2015-02-27,8724,7921.06364602,services,1E4BZfG7uLMivuRLTa1k2CVQDUPmvpxGXJ,60841177.0
1213,2015-02-28,10838,9314.42415964,miner,1FeDtFhARLxjKUPPkQqEBL78tisenc9znS,60942626.0
1214,2015-03-01,7961,7194.28583174,miner,1JLRXD8rjRgQtTS9MvfQALfHgGWau9L9ky,61032258.0
1215,2015-03-02,8477,8228.62998277,gambling,1LuckyY9fRzcJre7aou7ZhWVXktxjjBb9S,61121233.0
1216,2015-03-03,8037,10588.41247554,miner,1CjPR7Z5ZSyWk6WtXvSFgkptmpoi4UM9BC,61225923.0
1217,2015-03-04,7612,8733.50252049,miner,1F1MAvhTKg2VG29w8cXsiSN2PJ8gSsrJw,61336904.0
1218,2015-03-05,7587,10710.52723146,miner,1JLRXD8rjRgQtTS9MvfQALfHgGWau9L9ky,61435433.0
1219,2015-03-06,6845,10407.86899504,miner,1JLRXD8rjRgQtTS9MvfQALfHgGWau9L9ky,61536548.0
1220,2015-03-07,10684,9601.12127887,miner,19PkHafEN18mquJ9ChwZt5YEFoCdPP5vYB,61630417.0
1221,2015-03-08,8611,8660.17436855,services,1G6eBMYqZPeGko38aABe2S4MBfU71wFGZx,61722030.0
1222,2015-03-09,8826,21395.42036178,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,61809449.0
1223,2015-03-10,7378,14401.2486002,miner,1FeDtFhARLxjKUPPkQqEBL78tisenc9znS,61914985.0
1224,2015-03-11,6152,30622.02794409,gambling,1LuckyG4tMMZf64j6ea7JhCz7sDpk6vdcS,62020577.0
1225,2015-03-12,5473,24124.56240116,miner,1JLRXD8rjRgQtTS9MvfQALfHgGWau9L9ky,62121291.0
1226,2015-03-13,7986,9332.16868128,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,62218386.0
1227,2015-03-14,8491,7122.5530024,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,62314422.0
1228,2015-03-15,14174,7465.79211123,miner,1FeDtFhARLxjKUPPkQqEBL78tisenc9znS,62403933.0
1229,2015-03-16,9013,20992.98662672,gambling,1LuckyR1fFHEsXYyx5QK4UFzv3PEAepPMK,62488976.0
1230,2015-03-17,9544,16094.42953753,miner,15urYnyeJe3gwbGJ74wcX89Tz7ZtsFDVew,62594085.0
1231,2015-03-18,9864,8106.12801543,miner,152f1muMCNa7goXYhYAQC61hxEgGacmncB,62693646.0
1232,2015-03-19,15357,9754.86294943,miner,1F1MAvhTKg2VG29w8cXsiSN2PJ8gSsrJw,62793253.0
1233,2015-03-20,12066,7648.52437482,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,62899550.0
1234,2015-03-21,9101,8504.69002716,miner,1JLRXD8rjRgQtTS9MvfQALfHgGWau9L9ky,63003082.0
1235,2015-03-22,8930,7196.21463015,miner,1KFHE7w8BhaENAswwryaoccDb6qcT6DbYY,63095918.0
1236,2015-03-23,11414,9835.91558907,miner,1JLRXD8rjRgQtTS9MvfQALfHgGWau9L9ky,63186504.0
1237,2015-03-24,5582,10029.81507003,exchange,18Ca1exLWFU5ij6pkXnXKHiMsFqDfUb81s,63292535.0
1238,2015-03-25,7461,8216.72215265,gambling,1Dme5WYMZmgT3w13B1SXYMBL8RByYSc8Wm,63385493.0
1239,2015-03-26,11172,8155.87562567,miner,1JLRXD8rjRgQtTS9MvfQALfHgGWau9L9ky,63482588.0
1240,2015-03-27,7726,7643.90649032,miner,1JVMpaWzLB1pnkwoQNqK4Z4EimQj5bCKj7,63583769.0
1241,2015-03-28,6540,6377.9370396,exchange,1NoHmhqw9oTh7nNKsa5Dprjt3dva3kF1ZG,63683309.0
